epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,34.1558,2.16477,3.87293,2.05757,0.00222,0.43056,0.01042,0.00382,1.82979,4.36912,2.21578,3.75e-05,3.75e-05,3.75e-05
